Text,Token,Dominant_Topic,Contribution%,Topic_Name
chatgpt use show grantapplication system broken fact artificial intelligence much work make mockery process time make easy scientist ask research funding,"['chatgpt', 'use', 'show', 'system', 'broken', 'fact', 'artificial', 'intelligence', 'much', 'work', 'make', 'mockery', 'process', 'time', 'make', 'easy', 'scientist', 'ask', 'research', 'funding']",1,61.94,T1 Information Technology
definitely worth consider doge vechainhasnfts sys ox chatgpt ripple op binance rare gns sfund hiens4 alusd amp loyal,"['definitely', 'worth', 'consider', 'doge', 'vechainhasnfts', 'sys', 'ox', 'chatgpt', 'ripple', 'op', 'binance', 'rare', 'gns', 'sfund', 'hiens', 'alusd', 'amp', 'loyal']",4,60.98,T4 Random Ask and Conversations
u stock slip chip shipment china halt rise treasury yield bank america report upbeat profit middle east tension add investor concern stockmarket bankofamerica,"['stock', 'slip', 'chip', 'shipment', 'china', 'halt', 'rise', 'treasury', 'yield', 'bank', 'america', 'report', 'upbeat', 'profit', 'middle', 'east', 'tension', 'add', 'investor', 'concern', 'stockmarket', 'bankofamerica']",1,25.0,T1 Information Technology
chatgpt as comment,"['chatgpt', 'comment']",1,25.0,T1 Information Technology
chat chatgpt future ai lars lehne read iot bigdata machinelearning artificialintelligence cloud ml mi cc,"['chat', 'chatgpt', 'future', 'ai', 'lars', 'lehne', 'read', 'iot', 'bigdata', 'machinelearning', 'cloud', 'ml', 'mi', 'cc']",3,64.02,T3 Experiment AI
top ten scary horror character accord chatgpt,"['top', 'ten', 'scary', 'horror', 'character', 'accord', 'chatgpt']",1,25.0,T1 Information Technology
want know secret weapon consistently create highquality seofriendly content discover use chatgpt revolutionize digital marketing strategy skyrocket online presence check,"['want', 'know', 'secret', 'weapon', 'consistently', 'create', 'highquality', 'seofriendly', 'content', 'discover', 'use', 'chatgpt', 'revolutionize', 'digital', 'marketing', 'strategy', 'skyrocket', 'online', 'presence', 'check']",1,87.99,T1 Information Technology
ask chatgpt get information say accurate apologize,"['ask', 'chatgpt', 'get', 'information', 'say', 'accurate', 'apologize']",1,83.86,T1 Information Technology
12 learn python j solidity natural many question find answer recommend follow utilize chatgpt google bard make use google youtube,"['learn', 'python', 'solidity', 'natural', 'many', 'question', 'find', 'answer', 'recommend', 'follow', 'utilize', 'chatgpt', 'google', 'bard', 'make', 'use', 'google', 'youtube']",2,69.73,T2 Education and Foundations
recently generative ai chatgpt gain spotlight around world actually know generative ai really safe use learn,"['recently', 'generative', 'ai', 'chatgpt', 'gain', 'spotlight', 'around', 'world', 'actually', 'know', 'generative', 'ai', 'really', 'safe', 'use', 'learn']",3,57.49,T3 Experiment AI
thing note 1 limited upper strength session due recent injury 2 edit interval session chatgpt tedious specific 3 aim 10k pb run first 10k hence run plan longer 10k,"['thing', 'note', 'limited', 'upper', 'strength', 'session', 'due', 'recent', 'injury', 'edit', 'interval', 'session', 'chatgpt', 'tedious', 'specific', 'aim', 'pb', 'run', 'first', 'hence', 'run', 'plan', 'longer']",4,67.14,T4 Random Ask and Conversations
chatgpt infer personal detail anonymous text new research show popular llm able accurately guess user race occupation location feed seemingly trivial chat via,"['chatgpt', 'infer', 'personal', 'detail', 'anonymous', 'text', 'new', 'research', 'show', 'popular', 'llm', 'able', 'accurately', 'guess', 'user', 'race', 'occupation', 'location', 'feed', 'seemingly', 'trivial', 'chat', 'via']",2,91.76,T2 Education and Foundations
ai tool great build run plan strengthbuilding routine need know structure here use chatgpt build plan base race easy follow customize,"['ai', 'tool', 'great', 'build', 'run', 'plan', 'routine', 'need', 'know', 'structure', 'use', 'chatgpt', 'build', 'plan', 'base', 'race', 'easy', 'follow', 'customize']",1,68.3,T1 Information Technology
next 500 pm et monthly feature theincrementalist show episode amp discus diagnose ai get back doctor ai chatgpt healthnewsyoucanuse,"['next', 'pm', 'et', 'monthly', 'feature', 'show', 'episode', 'amp', 'discus', 'diagnose', 'ai', 'get', 'back', 'doctor', 'ai', 'chatgpt']",4,86.69,T4 Random Ask and Conversations
always good stay inform aapl mim zealy safemoon higazers cosmosecosystem fund optimus loyal chz chatgpt matic qtum cfx sec,"['always', 'good', 'stay', 'inform', 'aapl', 'mim', 'zealy', 'safemoon', 'higazers', 'cosmosecosystem', 'fund', 'optimus', 'loyal', 'chz', 'chatgpt', 'matic', 'qtum', 'cfx', 'sec']",2,74.11,T2 Education and Foundations
isnt macrostructure smooth endoplasmic reticulum iris could chatgpt lie,"['isnt', 'macrostructure', 'smooth', 'endoplasmic', 'reticulum', 'iris', 'could', 'chatgpt', 'lie']",4,74.39,T4 Random Ask and Conversations
anyone translate please google chatgpt combine iq 6000 cant,"['anyone', 'translate', 'please', 'google', 'chatgpt', 'combine', 'iq', 'cant']",2,80.49,T2 Education and Foundations
chatgpt get stupid everyday cant perform simple addition 150 data point always like,"['chatgpt', 'get', 'stupid', 'everyday', 'cant', 'perform', 'simple', 'addition', 'data', 'point', 'always', 'like']",3,59.23,T3 Experiment AI
22 ai chatgpt others like gear towards quantify data mining monetize make buck learn u make life easy thats sell little day day little stuff money improve,"['ai', 'chatgpt', 'others', 'like', 'gear', 'towards', 'quantify', 'data', 'mining', 'monetize', 'make', 'buck', 'learn', 'make', 'life', 'easy', 'thats', 'sell', 'little', 'day', 'day', 'little', 'stuff', 'money', 'improve']",3,93.9,T3 Experiment AI
chatgpt manowar manowar,"['chatgpt', 'manowar', 'manowar']",1,25.0,T1 Information Technology
chatgpt use show grantapplication system broken ai,"['chatgpt', 'use', 'show', 'system', 'broken', 'ai']",3,80.29,T3 Experiment AI
cat bag pandora box wide open chatgpts rapid rise boost efficiency risk erode critical thinking information reliability feel demand urgent adaptation across system sensible way terrible consequence follow,"['cat', 'bag', 'pandora', 'box', 'wide', 'open', 'chatgpts', 'rapid', 'rise', 'boost', 'efficiency', 'risk', 'erode', 'critical', 'thinking', 'information', 'reliability', 'feel', 'demand', 'urgent', 'adaptation', 'across', 'system', 'sensible', 'way', 'terrible', 'consequence', 'follow']",2,90.18,T2 Education and Foundations
ondemand webinar expert panel vistage speaker break impact emerge technology business leverage good result ceo smallbusiness ai chatgpt,"['ondemand', 'webinar', 'expert', 'panel', 'vistage', 'speaker', 'break', 'impact', 'emerge', 'technology', 'business', 'leverage', 'good', 'result', 'ceo', 'smallbusiness', 'ai', 'chatgpt']",1,83.81,T1 Information Technology
chatgpt rescue actually summarize quite well,"['chatgpt', 'rescue', 'actually', 'summarize', 'quite', 'well']",4,73.74,T4 Random Ask and Conversations
dont think would first chat im dont get historic fact data chatgpt hallucinate tendency emerge chat could soon lose track whats real bad information reinforce digiblogchat,"['dont', 'think', 'would', 'first', 'chat', 'im', 'dont', 'get', 'historic', 'fact', 'data', 'chatgpt', 'hallucinate', 'tendency', 'emerge', 'chat', 'could', 'soon', 'lose', 'track', 'whats', 'real', 'bad', 'information', 'reinforce', 'digiblogchat']",4,94.61,T4 Random Ask and Conversations
even chatgpt,"['even', 'chatgpt']",3,60.87,T3 Experiment AI
z4zjk trade procedure confidence share heaven method relatively chatgpt账号 小火箭 推特账号 推特老号 google账号 83126,"['zjk', 'trade', 'procedure', 'confidence', 'share', 'heaven', 'method', 'relatively', 'chatgpt账号_小火箭_推特账号', '推特老号', 'google账号']",3,73.44,T3 Experiment AI
whole problem literally cant use chatgpt hard explain im cry rn,"['whole', 'problem', 'literally', 'cant', 'use', 'chatgpt', 'hard', 'explain', 'im', 'cry', 'rn']",1,54.99,T1 Information Technology
publish new post craft unique tshirt text design chatgpt prompt,"['publish', 'new', 'post', 'craft', 'unique', 'tshirt', 'text', 'design', 'chatgpt', 'prompt']",3,87.01,T3 Experiment AI
also train fight chatgpt,"['also', 'train', 'fight', 'chatgpt']",3,74.28,T3 Experiment AI
literally google ai chatgpt sit answer,"['literally', 'google', 'ai', 'chatgpt', 'sit', 'answer']",2,80.28,T2 Education and Foundations
vinagre chatgpt,"['vinagre', 'chatgpt']",1,25.0,T1 Information Technology
chatgpt transform postdoc experience artificialinteligence,"['chatgpt', 'transform', 'postdoc', 'experience']",4,61.8,T4 Random Ask and Conversations
response like chatgpt type stuff even write response use ai everything write thats even pathetic nonsense,"['response', 'like', 'chatgpt', 'type', 'stuff', 'even', 'write', 'response', 'use', 'ai', 'everything', 'write', 'thats', 'even', 'pathetic', 'nonsense']",3,92.81,T3 Experiment AI
chatgpt transform postdoc experience around one three respondent natures global postdoc survey use ai chatbots help refine text generate edit code wrangle literature field,"['chatgpt', 'transform', 'postdoc', 'experience', 'around', 'one', 'three', 'respondent', 'natures', 'global', 'postdoc', 'survey', 'use', 'ai', 'chatbots', 'help', 'refine', 'text', 'generate', 'edit', 'code', 'wrangle', 'literature', 'field']",4,90.97,T4 Random Ask and Conversations
til jonathan swift describe engine book gulliver travel 1726 300 year later chatgpt great intro ai course,"['til', 'jonathan', 'swift', 'describe', 'engine', 'book', 'gulliver', 'travel', 'year', 'later', 'chatgpt', 'great', 'intro', 'ai', 'course']",1,73.75,T1 Information Technology
stack overflow hurt chatgpts rise lay 28 staff linkedin lay 668 employee leak microsoft pay guideline reveal salary range level bandcamp gutted 50 layoff amid sale songtradr,"['stack', 'overflow', 'hurt', 'chatgpts', 'rise', 'lay', 'staff', 'linkedin', 'lay', 'employee', 'leak', 'microsoft', 'pay', 'guideline', 'reveal', 'salary', 'range', 'level', 'bandcamp', 'gutted', 'layoff', 'amid', 'sale', 'songtradr']",4,72.97,T4 Random Ask and Conversations
list hospital gaza strip note chatgpt useful long dont ask thing like palestinian right defend,"['list', 'hospital', 'gaza', 'strip', 'note', 'chatgpt', 'useful', 'long', 'dont', 'ask', 'thing', 'like', 'palestinian', 'right', 'defend']",4,88.93,T4 Random Ask and Conversations
well know high school essay terrible next time well use real chatgpt da knock version,"['well', 'know', 'high', 'school', 'essay', 'terrible', 'next', 'time', 'well', 'use', 'real', 'chatgpt', 'da', 'knock', 'version']",1,68.45,T1 Information Technology
ai automation shape workforce increase efficiency improve decision make cost saving enhance customer experience via ai artificialintelligence automation chatgpt tech technology innovation,"['ai', 'automation', 'shape', 'workforce', 'increase', 'efficiency', 'improve', 'decision', 'make', 'cost', 'saving', 'enhance', 'customer', 'experience', 'via', 'ai', 'automation', 'chatgpt', 'tech', 'technology', 'innovation']",1,63.48,T1 Information Technology
icymi here record excellently stewarded conversation take measure approach influence chatgpt,"['icymi', 'record', 'excellently', 'stewarded', 'conversation', 'take', 'measure', 'approach', 'influence', 'chatgpt']",3,73.8,T3 Experiment AI
42625 know dear little abbe faith fervent friend chatgpt账号 飞机号 推特账号 discord账号 土耳其id,"['know', 'dear', 'little', 'abbe', 'faith', 'fervent', 'friend', 'chatgpt账号_飞机号_推特账号', 'discord账号', '土耳其id']",1,80.82,T1 Information Technology
use chatgpt,"['use', 'chatgpt']",1,61.52,T1 Information Technology
gonna say like chess match schwartz almost always win,"['gonna', 'say', 'like', 'chess', 'match', 'schwartz', 'almost', 'always', 'win']",2,80.12,T2 Education and Foundations
generate image word create quizzes hint write grammar song style swift enjoy october ai tool aiineducation chatgpt edtech cooltools,"['generate', 'image', 'word', 'create', 'quizzes', 'hint', 'write', 'grammar', 'song', 'style', 'swift', 'enjoy', 'october', 'ai', 'tool', 'aiineducation', 'chatgpt', 'edtech', 'cooltools']",3,88.74,T3 Experiment AI
many first wave ai appsstartups brand layer top something could ask chatgpt directly,"['many', 'first', 'wave', 'ai', 'appsstartups', 'brand', 'layer', 'top', 'something', 'could', 'ask', 'chatgpt', 'directly']",4,87.04,T4 Random Ask and Conversations
smn put chatgpt verifier,"['smn', 'put', 'chatgpt', 'verifier']",1,25.0,T1 Information Technology
well bad world turn upside chatgpt allow increase production efficiency several magnitude cost critical thinking gross accuracy great disservice education grow child,"['well', 'bad', 'world', 'turn', 'upside', 'chatgpt', 'allow', 'increase', 'production', 'efficiency', 'several', 'magnitude', 'cost', 'critical', 'thinking', 'gross', 'accuracy', 'great', 'disservice', 'education', 'grow', 'child']",2,86.11,T2 Education and Foundations
translate plain english help chatgpt 1 uniswaps late version let trader super specific want trade 2 paper find best trading strategy new system 3 author create way liquidity,"['translate', 'plain', 'english', 'help', 'chatgpt', 'uniswaps', 'late', 'version', 'let', 'trader', 'super', 'specific', 'want', 'trade', 'paper', 'find', 'best', 'trading', 'strategy', 'new', 'system', 'author', 'create', 'way', 'liquidity']",2,94.14,T2 Education and Foundations
few adventure big thing constantly happen w chatgpt账号 飞机号 推特账号 tiktok账号 国际抖音 16184,"['adventure', 'big', 'thing', 'constantly', 'happen', 'chatgpt账号_飞机号_推特账号', 'tiktok账号', '国际抖音']",1,53.63,T1 Information Technology
use chatgpt spongey advantage,"['use', 'chatgpt', 'spongey', 'advantage']",1,61.52,T1 Information Technology
great chatgpt supply melody also,"['great', 'chatgpt', 'supply', 'melody', 'also']",1,73.9,T1 Information Technology
chatgpt voice ive start mock sale call real thing give real client brief shortly call client get 1 budget right 2 timeline right 3 quantified amount pain blow mind,"['chatgpt', 'voice', 'ive', 'start', 'mock', 'sale', 'call', 'real', 'thing', 'give', 'real', 'client', 'brief', 'shortly', 'call', 'client', 'get', 'budget', 'right', 'timeline', 'right', 'quantified', 'amount', 'pain', 'blow', 'mind']",4,79.98,T4 Random Ask and Conversations
ive make thread chatgpt zionists propaganda read expose zionist,"['ive', 'make', 'thread', 'chatgpt', 'zionists', 'propaganda', 'read', 'expose', 'zionist']",1,80.8,T1 Information Technology
perfect prompt dalle 3 unlocked dalle 3 cheat code chatgpt dalle 3 integrated ask chatgpt best format image prompt ask create template produce image type eg photo illustration,"['perfect', 'prompt', 'dalle', 'unlocked', 'dalle', 'cheat', 'code', 'chatgpt', 'dalle', 'integrated', 'ask', 'chatgpt', 'best', 'format', 'image', 'prompt', 'ask', 'create', 'template', 'produce', 'image', 'type', 'eg', 'photo', 'illustration']",3,94.0,T3 Experiment AI
